Program,Year,Period,State,State ANSI,Data Item,Value
SURVEY,2017,OCT THRU DEC,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",1.5
SURVEY,2017,OCT THRU DEC,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",2.7
SURVEY,2017,OCT THRU DEC,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",1.2
SURVEY,2017,OCT THRU DEC,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",0.3
SURVEY,2017,OCT THRU DEC,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",13.2
SURVEY,2016,JAN THRU MAR,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.7
SURVEY,2016,JAN THRU MAR,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",3.1
SURVEY,2016,JAN THRU MAR,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",0
SURVEY,2016,JAN THRU MAR,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",5.2
SURVEY,2016,JAN THRU MAR,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",1.1
SURVEY,2016,JAN THRU MAR,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",10.1
SURVEY,2016,APR THRU JUN,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.3
SURVEY,2016,APR THRU JUN,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",2.3
SURVEY,2016,APR THRU JUN,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",10.6
SURVEY,2016,APR THRU JUN,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",10.6
SURVEY,2016,APR THRU JUN,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",11.9
SURVEY,2016,APR THRU JUN,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",40.5
SURVEY,2016,JUL THRU SEP,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",6.8
SURVEY,2016,JUL THRU SEP,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",3.4
SURVEY,2016,JUL THRU SEP,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",0.1
SURVEY,2016,JUL THRU SEP,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",8.7
SURVEY,2016,JUL THRU SEP,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",7.9
SURVEY,2016,JUL THRU SEP,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",14.1
SURVEY,2016,OCT THRU DEC,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.4
SURVEY,2016,OCT THRU DEC,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",0.7
SURVEY,2016,OCT THRU DEC,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",0.4
SURVEY,2016,OCT THRU DEC,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",2.6
SURVEY,2016,OCT THRU DEC,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",4.2
SURVEY,2016,OCT THRU DEC,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",6.1
SURVEY,2015,JAN THRU MAR,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",2.1
SURVEY,2015,JAN THRU MAR,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",7.6
SURVEY,2015,JAN THRU MAR,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",2.8
SURVEY,2015,JAN THRU MAR,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",3.5
SURVEY,2015,JAN THRU MAR,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",4.7
SURVEY,2015,JAN THRU MAR,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",23.5
SURVEY,2015,APR THRU JUN,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.2
SURVEY,2015,APR THRU JUN,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",4.4
SURVEY,2015,APR THRU JUN,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",61.8
SURVEY,2015,APR THRU JUN,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",61.7
SURVEY,2015,APR THRU JUN,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",3.1
SURVEY,2015,APR THRU JUN,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",66.8
SURVEY,2015,JUL THRU SEP,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.4
SURVEY,2015,JUL THRU SEP,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",2.5
SURVEY,2015,JUL THRU SEP,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",2.1
SURVEY,2015,JUL THRU SEP,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",2.9
SURVEY,2015,JUL THRU SEP,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",0.3
SURVEY,2015,JUL THRU SEP,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",16.3
SURVEY,2015,OCT THRU DEC,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",6.2
SURVEY,2015,OCT THRU DEC,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",2.6
SURVEY,2015,OCT THRU DEC,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",1.9
SURVEY,2015,OCT THRU DEC,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",1.6
SURVEY,2015,OCT THRU DEC,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",1.1
SURVEY,2015,OCT THRU DEC,MASSACHUSETTS,25,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",31.4
SURVEY,2019,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",1.5
SURVEY,2019,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",12.2
SURVEY,2019,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",0.2
SURVEY,2019,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",5.8
SURVEY,2019,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",0.7
SURVEY,2019,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",18.2
SURVEY,2018,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.7
SURVEY,2018,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",12
SURVEY,2018,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",7.4
SURVEY,2018,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",3.5
SURVEY,2018,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",5.9
SURVEY,2018,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",21.4
SURVEY,2018,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",10.8
SURVEY,2018,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",12.7
SURVEY,2018,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",11.7
SURVEY,2018,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",18.6
SURVEY,2018,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",9.8
SURVEY,2018,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",75.4
SURVEY,2018,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",1.1
SURVEY,2018,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",19.5
SURVEY,2018,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",23.8
SURVEY,2018,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",13.8
SURVEY,2018,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",18.6
SURVEY,2018,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",92.4
SURVEY,2018,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",15.6
SURVEY,2018,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",2.4
SURVEY,2018,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",15.1
SURVEY,2018,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",31.2
SURVEY,2018,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",6.6
SURVEY,2018,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",52
SURVEY,2017,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0
SURVEY,2017,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",1.1
SURVEY,2017,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",1.9
SURVEY,2017,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",0.3
SURVEY,2017,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",3.9
SURVEY,2017,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",7.9
SURVEY,2017,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.2
SURVEY,2017,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",0.9
SURVEY,2017,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",2.1
SURVEY,2017,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",7.2
SURVEY,2017,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",0.5
SURVEY,2017,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",19.1
SURVEY,2017,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",8.6
SURVEY,2017,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",15
SURVEY,2017,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",13.7
SURVEY,2017,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",11.9
SURVEY,2017,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",2.9
SURVEY,2017,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",56.8
SURVEY,2017,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",5.3
SURVEY,2017,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",1.5
SURVEY,2017,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",23.6
SURVEY,2017,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",13.6
SURVEY,2017,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",2
SURVEY,2017,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",53.8
SURVEY,2016,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0
SURVEY,2016,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",1.3
SURVEY,2016,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",0.5
SURVEY,2016,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",0.2
SURVEY,2016,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",11.3
SURVEY,2016,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",5.9
SURVEY,2016,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",1.1
SURVEY,2016,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",11.8
SURVEY,2016,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",16.5
SURVEY,2016,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",9.3
SURVEY,2016,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",1.1
SURVEY,2016,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",54.1
SURVEY,2016,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.3
SURVEY,2016,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",6.5
SURVEY,2016,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",9.1
SURVEY,2016,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",25.1
SURVEY,2016,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",2.7
SURVEY,2016,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",64.1
SURVEY,2016,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.1
SURVEY,2016,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",4
SURVEY,2016,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",2.7
SURVEY,2016,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",1.5
SURVEY,2016,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",0.6
SURVEY,2016,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",23.9
SURVEY,2015,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",1.1
SURVEY,2015,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",8.3
SURVEY,2015,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",1.6
SURVEY,2015,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",3.1
SURVEY,2015,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",4.6
SURVEY,2015,JAN THRU MAR,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",14.3
SURVEY,2015,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.6
SURVEY,2015,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",16.4
SURVEY,2015,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",9.1
SURVEY,2015,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",13
SURVEY,2015,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",3.1
SURVEY,2015,APR THRU JUN,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",26.9
SURVEY,2015,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",7.3
SURVEY,2015,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",1.8
SURVEY,2015,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",13.7
SURVEY,2015,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",16.3
SURVEY,2015,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",8.8
SURVEY,2015,JUL THRU SEP,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",44.6
SURVEY,2015,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0
SURVEY,2015,OCT THRU DEC,MICHIGAN,26,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",3.2
